Device_Major_Number,Device_Minor_Number,CPU_Core_ID,Record_ID,Timestamp_nanoseconds,ProcessID,Trace_Action,OperationType,SectorNumber,IO_Size,ProcessName
259,2,10,1650,0.836780016,4117,D,RS,523895192,8,[java]
259,2,6,1656,0.836862805,4121,D,RS,342229008,256,[java]
259,2,10,1656,0.836899420,4117,D,RS,523894760,8,[java]
259,2,6,1662,0.837034460,4121,D,RS,342229264,160,[java]
259,2,10,1663,0.837044938,4117,D,RS,523894768,256,[java]
259,2,11,1595,0.837215374,4111,D,RS,746978672,256,[java]
259,2,10,1669,0.837270771,4117,D,RS,523895024,168,[java]
259,2,1,1424,0.837357914,4124,D,RS,385794704,256,[java]
259,2,7,1763,0.837423922,4118,D,RS,485359024,256,[java]
259,2,7,1768,0.837427237,4118,D,RS,485360048,8,[java]
259,2,5,1721,0.837516117,4116,D,RS,369491376,256,[java]
259,2,5,1726,0.837519769,4116,D,RS,369492400,8,[java]
259,2,7,1774,0.837524063,4118,D,RS,485359624,8,[java]
259,2,23,352,0.837532787,4115,D,RS,262274488,256,[java]
259,2,7,1781,0.837598940,4118,D,RS,485359616,8,[java]
259,2,16,143,0.837611247,4109,D,RS,445775184,256,[java]
259,2,5,1733,0.837669817,4116,D,RS,369491976,8,[java]
259,2,7,1787,0.837715136,4118,D,RS,485359632,256,[java]
259,2,5,1739,0.837773747,4116,D,RS,369491968,8,[java]
259,2,5,1745,0.837856268,4116,D,RS,369491984,256,[java]
259,2,7,1793,0.837904483,4118,D,RS,485359888,160,[java]
259,2,2,1586,0.838052471,4113,D,RS,347995568,256,[java]
259,2,5,1751,0.838054770,4116,D,RS,369492240,160,[java]
259,2,4,1706,0.838064541,4110,D,RS,420085168,256,[java]
259,2,4,1711,0.838068306,4110,D,RS,420086192,8,[java]
259,2,3,1787,0.838170545,4120,D,RS,323090872,256,[java]
259,2,8,1793,0.838248268,4114,D,RS,317062480,256,[java]
259,2,4,1717,0.838277563,4110,D,RS,420085760,8,[java]
259,2,4,1724,0.838425608,4110,D,RS,420085768,256,[java]
259,2,13,1370,0.838532451,4123,D,RS,990904072,248,[java]
259,2,13,1371,0.838532889,4123,D,RS,991050792,8,[java]
259,2,4,1730,0.838605147,4110,D,RS,420086024,168,[java]
259,2,12,1744,0.838702057,4112,D,RS,169737648,256,[java]
259,2,0,1856,0.838885966,4119,D,RS,199622064,256,[java]
259,2,3,1793,0.839338026,4120,D,RS,392035720,256,[java]
259,2,3,1798,0.839341330,4120,D,RS,392036744,8,[java]
259,2,11,1601,0.839465214,4111,D,RS,142039328,256,[java]
259,2,3,1805,0.839504868,4120,D,RS,392036312,8,[java]
259,2,10,1675,0.839613838,4117,D,RS,302906808,256,[java]
259,2,10,1680,0.839617178,4117,D,RS,302907832,8,[java]
259,2,1,1433,0.839634230,4124,D,RS,826801960,216,[java]
259,2,1,1434,0.839635155,4124,D,RS,827028160,40,[java]
259,2,3,1811,0.839682538,4120,D,RS,392036320,256,[java]
259,2,10,1686,0.839747163,4117,D,RS,302907400,8,[java]
259,2,10,1693,0.839916992,4117,D,RS,302907408,256,[java]
259,2,3,1817,0.839935672,4120,D,RS,392036576,168,[java]
259,2,10,1699,0.840096652,4117,D,RS,302907664,168,[java]
259,2,9,1804,0.840208286,4122,D,RS,301858224,256,[java]
259,2,9,1809,0.840213420,4122,D,RS,301859248,8,[java]
259,2,7,1799,0.840340552,4118,D,RS,380763568,256,[java]
259,2,5,1757,0.840365580,4116,D,RS,211418544,256,[java]
259,2,9,1815,0.840367964,4122,D,RS,301858824,8,[java]
259,2,8,1799,0.840479940,4114,D,RS,355597744,256,[java]
259,2,9,1822,0.840540346,4122,D,RS,301858816,8,[java]
259,2,9,1828,0.840735509,4122,D,RS,301858832,256,[java]
259,2,23,358,0.840745500,4115,D,RS,419626664,256,[java]
259,2,23,363,0.840748742,4115,D,RS,419627688,8,[java]
259,2,13,1378,0.840793712,4123,D,RS,27393464,256,[java]
259,2,9,1834,0.840923618,4122,D,RS,301859088,160,[java]
259,2,23,369,0.840930828,4115,D,RS,419627256,8,[java]
259,2,4,1736,0.840981142,4110,D,RS,376307120,256,[java]
259,2,4,1741,0.840984622,4110,D,RS,376308144,8,[java]
259,2,12,1753,0.840986955,4112,D,RS,896224288,96,[java]
259,2,12,1754,0.840987902,4112,D,RS,914095968,160,[java]
259,2,16,149,0.841043914,4109,D,RS,219282864,256,[java]
259,2,0,1862,0.841064648,4119,D,RS,591328512,256,[java]
259,2,4,1747,0.841065886,4110,D,RS,376307720,8,[java]
259,2,0,1867,0.841068520,4119,D,RS,591329536,8,[java]
259,2,23,376,0.841104063,4115,D,RS,419627264,256,[java]
259,2,4,1754,0.841297304,4110,D,RS,376307712,8,[java]
259,2,23,382,0.841301049,4115,D,RS,419627520,168,[java]
259,2,0,1874,0.841309011,4119,D,RS,591329112,8,[java]
259,2,4,1760,0.841374229,4110,D,RS,376307728,256,[java]
259,2,0,1880,0.841436928,4119,D,RS,591329120,256,[java]
259,2,2,1592,0.841515422,4113,D,RS,353817696,256,[java]
259,2,2,1597,0.841520302,4113,D,RS,353818720,8,[java]
259,2,6,1668,0.841532589,4121,D,RS,938213000,256,[java]
259,2,4,1766,0.841543435,4110,D,RS,376307984,160,[java]
259,2,0,1886,0.841647719,4119,D,RS,591329376,160,[java]
259,2,2,1603,0.841691312,4113,D,RS,353818296,8,[java]
259,2,11,1607,0.841694385,4111,D,RS,821165240,256,[java]
259,2,11,1612,0.841697879,4111,D,RS,821166264,8,[java]
259,2,2,1610,0.841749499,4113,D,RS,353818288,8,[java]
259,2,11,1618,0.841802693,4111,D,RS,821165840,8,[java]
259,2,2,1616,0.841888822,4113,D,RS,353818304,256,[java]
259,2,11,1624,0.841889254,4111,D,RS,821165832,8,[java]
259,2,1,1441,0.841889407,4124,D,RS,310840696,256,[java]
259,2,1,1446,0.841892861,4124,D,RS,310841720,8,[java]
259,2,11,1631,0.841998223,4111,D,RS,821165848,256,[java]
259,2,1,1452,0.842043662,4124,D,RS,310841296,8,[java]
259,2,2,1622,0.842051860,4113,D,RS,353818560,160,[java]
259,2,1,1459,0.842160733,4124,D,RS,310841288,8,[java]
259,2,11,1637,0.842208141,4111,D,RS,821166104,160,[java]
259,2,1,1465,0.842253348,4124,D,RS,310841304,256,[java]
259,2,3,1823,0.842276511,4120,D,RS,415628728,256,[java]
259,2,10,1705,0.842403911,4117,D,RS,415104208,256,[java]
259,2,10,1710,0.842407088,4117,D,RS,415105232,8,[java]
259,2,1,1471,0.842426993,4124,D,RS,310841560,160,[java]
259,2,10,1716,0.842492514,4117,D,RS,415104800,8,[java]
259,2,7,1805,0.842558327,4118,D,RS,287440304,256,[java]
259,2,5,1763,0.842584968,4116,D,RS,376569264,256,[java]
259,2,5,1768,0.842588473,4116,D,RS,376570288,8,[java]
259,2,10,1723,0.842591058,4117,D,RS,415104808,256,[java]
259,2,8,1805,0.842712911,4114,D,RS,216137136,256,[java]
259,2,5,1774,0.842744423,4116,D,RS,376569856,16,[java]
259,2,10,1729,0.842838528,4117,D,RS,415105064,168,[java]
259,2,5,1781,0.842884975,4116,D,RS,376569872,256,[java]
259,2,13,1384,0.843015095,4123,D,RS,351141296,256,[java]
259,2,13,1389,0.843018449,4123,D,RS,351142320,8,[java]
259,2,13,1394,0.843069674,4116,D,RS,376570128,160,[java]
259,2,13,1400,0.843115517,4123,D,RS,351141888,8,[java]
259,2,12,1761,0.843223242,4112,D,RS,309506216,256,[java]
259,2,12,1766,0.843226736,4112,D,RS,309507240,8,[java]
259,2,27,792,0.843263940,4123,D,RS,351141896,256,[java]
259,2,12,1773,0.843375772,4112,D,RS,309506816,8,[java]
259,2,12,1779,0.843446916,4112,D,RS,309506808,8,[java]
259,2,27,798,0.843481093,4123,D,RS,351142152,168,[java]
259,2,12,1785,0.843526532,4112,D,RS,309506824,256,[java]
259,2,10,1735,0.843691103,4109,D,RS,872021432,256,[java]
259,2,12,1791,0.843691465,4112,D,RS,309507080,160,[java]
259,2,6,1674,0.843751512,4121,D,RS,140377520,256,[java]
259,2,6,1679,0.843755030,4121,D,RS,140378544,8,[java]
259,2,6,1685,0.843880025,4121,D,RS,140378120,8,[java]
259,2,4,1772,0.843940573,4110,D,RS,626916784,256,[java]
259,2,4,1777,0.843943929,4110,D,RS,626917808,8,[java]
259,2,6,1692,0.843947124,4121,D,RS,140378112,8,[java]
259,2,0,1892,0.843988325,4119,D,RS,799407544,256,[java]
259,2,4,1783,0.844044655,4110,D,RS,626917384,8,[java]
259,2,6,1698,0.844050584,4121,D,RS,140378128,256,[java]
259,2,4,1790,0.844139663,4110,D,RS,626917376,8,[java]
259,2,4,1796,0.844248739,4110,D,RS,626917392,256,[java]
259,2,6,1704,0.844296222,4121,D,RS,140378384,160,[java]
259,2,4,1802,0.844384506,4110,D,RS,626917648,160,[java]
259,2,9,1840,0.844410826,4122,D,RS,771620272,256,[java]
259,2,9,1845,0.844415225,4122,D,RS,771621296,8,[java]
259,2,11,1643,0.844460798,4111,D,RS,408288688,256,[java]
259,2,3,1829,0.844489576,4120,D,RS,536477064,256,[java]
259,2,3,1834,0.844492990,4120,D,RS,536478088,8,[java]
259,2,9,1851,0.844510538,4122,D,RS,771620864,8,[java]
259,2,2,1628,0.844594592,4113,D,RS,999947704,256,[java]
259,2,3,1840,0.844615289,4120,D,RS,536477664,8,[java]
259,2,9,1858,0.844667308,4122,D,RS,771620872,256,[java]
259,2,23,388,0.844673794,4115,D,RS,77725104,256,[java]
259,2,1,1477,0.844703562,4124,D,RS,587398792,256,[java]
259,2,3,1847,0.844760688,4120,D,RS,536477656,8,[java]
259,2,7,1811,0.844773935,4118,D,RS,751697336,256,[java]
259,2,7,1816,0.844777149,4118,D,RS,751698360,8,[java]
259,2,9,1864,0.844861358,4122,D,RS,771621128,168,[java]
259,2,3,1853,0.844881064,4120,D,RS,536477672,256,[java]
259,2,8,1814,0.844928364,4114,D,RS,845152112,144,[java]
259,2,8,1815,0.844929666,4114,D,RS,845283768,112,[java]
259,2,7,1822,0.844958191,4118,D,RS,751697928,8,[java]
259,2,7,1829,0.845042777,4118,D,RS,751697936,256,[java]
259,2,3,1859,0.845110308,4120,D,RS,536477928,160,[java]
259,2,5,1787,0.845142113,4117,D,RS,229520128,256,[java]
259,2,7,1835,0.845211660,4118,D,RS,751698192,168,[java]
259,2,10,1741,0.845901822,4109,D,RS,561905072,256,[java]
259,2,10,1746,0.845905290,4109,D,RS,561906096,8,[java]
259,2,12,1797,0.846006560,4112,D,RS,492211432,256,[java]
259,2,10,1753,0.846087056,4109,D,RS,561905664,8,[java]
259,2,0,1898,0.846198276,4119,D,RS,380501432,256,[java]
259,2,10,1759,0.846243639,4109,D,RS,561905672,256,[java]
259,2,13,1408,0.846374269,4116,D,RS,793902512,256,[java]
259,2,13,1413,0.846379306,4116,D,RS,793903536,8,[java]
259,2,10,1765,0.846424595,4109,D,RS,561905928,168,[java]
259,2,13,1419,0.846505442,4116,D,RS,793903104,8,[java]
259,2,6,1710,0.846549905,4121,D,RS,694287792,256,[java]
259,2,6,1715,0.846553234,4121,D,RS,694288816,8,[java]
259,2,4,1808,0.846629974,4110,D,RS,65009176,256,[java]
259,2,13,1426,0.846675402,4116,D,RS,793903112,256,[java]
259,2,11,1649,0.846682692,4111,D,RS,657849776,256,[java]
259,2,11,1654,0.846686066,4111,D,RS,657850800,8,[java]
259,2,6,1722,0.846710297,4121,D,RS,694288384,16,[java]
259,2,27,804,0.846825981,4123,D,RS,617217456,256,[java]
259,2,27,809,0.846829639,4123,D,RS,617218480,8,[java]
259,2,2,1634,0.846836439,4113,D,RS,385482160,256,[java]
259,2,2,1639,0.846840165,4113,D,RS,385483184,8,[java]
259,2,11,1660,0.846840291,4111,D,RS,657850368,8,[java]
259,2,13,1432,0.846864451,4116,D,RS,793903368,168,[java]
259,2,1,1483,0.846907213,4124,D,RS,548011448,256,[java]
259,2,1,1488,0.846910561,4124,D,RS,548012472,8,[java]
259,2,27,815,0.846942468,4123,D,RS,617218056,8,[java]
259,2,6,1728,0.846971054,4121,D,RS,694288400,256,[java]
259,2,2,1645,0.846973260,4113,D,RS,385482752,8,[java]
259,2,27,822,0.847084473,4123,D,RS,617218048,8,[java]
259,2,1,1494,0.847085205,4124,D,RS,548012040,8,[java]
259,2,2,1652,0.847103061,4113,D,RS,385482760,256,[java]
259,2,11,1667,0.847153202,4111,D,RS,657850376,256,[java]
259,2,8,1822,0.847168891,4114,D,RS,674102712,256,[java]
259,2,1,1501,0.847187415,4124,D,RS,548012048,256,[java]
259,2,2,1658,0.847289910,4113,D,RS,385483016,168,[java]
259,2,6,1734,0.847353830,4121,D,RS,694288656,160,[java]
259,2,3,1865,0.847398044,4120,D,RS,426245240,256,[java]
259,2,5,1793,0.847401840,4117,D,RS,566427312,256,[java]
259,2,5,1798,0.847405457,4117,D,RS,566428336,8,[java]
259,2,27,828,0.847414685,4123,D,RS,617218064,256,[java]
259,2,1,1507,0.847416973,4124,D,RS,548012304,168,[java]
259,2,11,1673,0.847481292,4111,D,RS,657850632,168,[java]
259,2,7,1841,0.847518037,4118,D,RS,577895856,256,[java]
259,2,7,1846,0.847521465,4118,D,RS,577896880,8,[java]
259,2,5,1804,0.847589377,4117,D,RS,566427904,8,[java]
259,2,27,834,0.847653432,4123,D,RS,617218320,160,[java]
259,2,7,1853,0.847772746,4118,D,RS,577896456,8,[java]
259,2,5,1811,0.847835796,4117,D,RS,566427912,256,[java]
259,2,7,1859,0.847863167,4118,D,RS,577896464,256,[java]
259,2,23,394,0.848050569,4115,D,RS,549322160,256,[java]
259,2,23,399,0.848055074,4115,D,RS,549323184,8,[java]
259,2,5,1817,0.848072262,4117,D,RS,566428168,168,[java]
259,2,7,1865,0.848077315,4118,D,RS,577896720,160,[java]
259,2,23,406,0.848208251,4115,D,RS,549322752,8,[java]
259,2,12,1803,0.848222026,4112,D,RS,308411824,256,[java]
259,2,9,1873,0.848265986,4122,D,RS,62127984,144,[java]
259,2,9,1874,0.848266948,4122,D,RS,62534560,112,[java]
259,2,23,412,0.848340893,4115,D,RS,549322760,256,[java]
259,2,0,1907,0.848427273,4119,D,RS,825229152,160,[java]
259,2,0,1908,0.848428226,4119,D,RS,825475808,96,[java]
259,2,23,418,0.848536411,4115,D,RS,549323016,168,[java]
259,2,10,1771,0.848776241,4109,D,RS,867827120,256,[java]
259,2,4,1814,0.848861441,4110,D,RS,610926000,256,[java]
259,2,4,1819,0.848864478,4110,D,RS,610927024,8,[java]
259,2,4,1825,0.848971753,4110,D,RS,610926600,8,[java]
259,2,4,1832,0.849043259,4110,D,RS,610926592,8,[java]
259,2,4,1838,0.849118501,4110,D,RS,610926608,256,[java]
259,2,4,1844,0.849298638,4110,D,RS,610926864,160,[java]
259,2,8,1828,0.849398687,4114,D,RS,580517296,256,[java]
259,2,8,1833,0.849402256,4114,D,RS,580518320,8,[java]
259,2,8,1839,0.849554035,4114,D,RS,580517896,8,[java]
259,2,3,1871,0.849591409,4120,D,RS,493485488,256,[java]
259,2,8,1846,0.849611189,4114,D,RS,580517888,8,[java]
259,2,6,1740,0.849756082,4121,D,RS,825308216,256,[java]
259,2,2,1664,0.849765076,4113,D,RS,624033112,256,[java]
259,2,8,1852,0.849768196,4114,D,RS,580517904,256,[java]
259,2,2,1669,0.849768398,4113,D,RS,624034136,8,[java]
259,2,1,1513,0.849887418,4124,D,RS,345897992,256,[java]
259,2,11,1679,0.849889466,4111,D,RS,642121064,256,[java]
259,2,11,1684,0.849892866,4111,D,RS,642122088,8,[java]
259,2,8,1858,0.850021054,4114,D,RS,580518160,160,[java]
259,2,2,1676,0.850061335,4113,D,RS,624034008,128,[java]
259,2,11,1690,0.850096777,4111,D,RS,642121656,8,[java]
259,2,13,1438,0.850243943,4116,D,RS,530501728,256,[java]
259,2,11,1697,0.850247312,4111,D,RS,642121664,256,[java]
259,2,7,1874,0.850430398,4118,D,RS,821821224,216,[java]
259,2,7,1875,0.850431153,4118,D,RS,821952960,40,[java]
259,2,11,1703,0.850463055,4111,D,RS,642121920,168,[java]
259,2,12,1809,0.850464635,4112,D,RS,601488816,256,[java]
259,2,12,1814,0.850468085,4112,D,RS,601489840,8,[java]
259,2,5,1823,0.850473011,4117,D,RS,176357048,256,[java]
259,2,12,1820,0.850592049,4112,D,RS,601489416,8,[java]
259,2,0,1915,0.850741163,4119,D,RS,533593520,256,[java]
259,2,0,1920,0.850744727,4119,D,RS,533594544,8,[java]
259,2,12,1827,0.850827941,4112,D,RS,601489424,256,[java]
259,2,0,1927,0.850897108,4119,D,RS,533594112,8,[java]
259,2,12,1833,0.850995888,4112,D,RS,601489680,160,[java]
259,2,0,1933,0.851002373,4119,D,RS,533594120,256,[java]
259,2,10,1777,0.851007001,4109,D,RS,927727360,256,[java]
259,2,27,840,0.851148839,4123,D,RS,591789488,256,[java]
259,2,27,845,0.851153462,4123,D,RS,591790512,8,[java]
259,2,0,1939,0.851201823,4119,D,RS,533594376,168,[java]
259,2,27,852,0.851291285,4123,D,RS,591790088,8,[java]
259,2,27,858,0.851390549,4123,D,RS,591790096,256,[java]
259,2,27,864,0.851601697,4123,D,RS,591790352,160,[java]
259,2,4,1850,0.851607663,4110,D,RS,726531504,256,[java]
259,2,9,1881,0.851652230,4122,D,RS,452328880,256,[java]
259,2,9,1886,0.851656892,4122,D,RS,452329904,8,[java]
259,2,3,1877,0.851794238,4120,D,RS,557710768,256,[java]
259,2,3,1882,0.851797961,4120,D,RS,557711792,8,[java]
259,2,9,1893,0.851845527,4122,D,RS,452329472,8,[java]
259,2,23,424,0.851873418,4115,D,RS,565312952,256,[java]
259,2,3,1888,0.851943227,4120,D,RS,557711368,8,[java]
259,2,6,1746,0.851985650,4121,D,RS,536739256,256,[java]
259,2,6,1751,0.851993167,4121,D,RS,536740280,8,[java]
259,2,9,1899,0.852039490,4122,D,RS,452329480,256,[java]
259,2,3,1895,0.852039817,4120,D,RS,557711360,8,[java]
259,2,6,1757,0.852115399,4121,D,RS,536739848,8,[java]
259,2,1,1522,0.852118895,4124,D,RS,346128384,56,[java]
259,2,1,1523,0.852119992,4124,D,RS,358612792,200,[java]
259,2,6,1764,0.852220218,4121,D,RS,536739856,256,[java]
259,2,3,1901,0.852229650,4120,D,RS,557711376,256,[java]
259,2,9,1905,0.852234432,4122,D,RS,452329736,168,[java]
259,2,8,1864,0.852294862,4114,D,RS,675151280,256,[java]
259,2,8,1869,0.852297979,4114,D,RS,675152304,8,[java]
259,2,6,1770,0.852358560,4121,D,RS,536740112,168,[java]
259,2,2,1682,0.852364617,4113,D,RS,986840504,256,[java]
259,2,8,1875,0.852484455,4114,D,RS,675151872,8,[java]
259,2,3,1907,0.852568466,4120,D,RS,557711632,160,[java]
259,2,8,1881,0.852583838,4114,D,RS,675151880,256,[java]
259,2,7,1882,0.852613838,4118,D,RS,583924968,256,[java]
259,2,5,1829,0.852763512,4117,D,RS,610139568,256,[java]
259,2,5,1834,0.852766974,4117,D,RS,610140592,8,[java]
259,2,8,1888,0.852794531,4114,D,RS,675152136,168,[java]
259,2,11,1709,0.852796479,4111,D,RS,415890864,256,[java]
259,2,5,1840,0.852892457,4117,D,RS,610140160,8,[java]
259,2,5,1847,0.852987797,4117,D,RS,610140168,256,[java]
259,2,5,1853,0.853188218,4117,D,RS,610140424,168,[java]
259,2,10,1783,0.853207884,4109,D,RS,514719152,256,[java]
259,2,10,1788,0.853211193,4109,D,RS,514720176,8,[java]
259,2,12,1842,0.853301851,4112,D,RS,63700856,136,[java]
259,2,12,1843,0.853302913,4112,D,RS,64375744,120,[java]
259,2,10,1794,0.853368440,4109,D,RS,514719744,8,[java]
259,2,13,1444,0.853378452,4116,D,RS,842688760,256,[java]
259,2,0,1948,0.853424857,4119,D,RS,849608560,144,[java]
259,2,0,1949,0.853425738,4119,D,RS,849753680,112,[java]
259,2,10,1801,0.853484652,4109,D,RS,514719752,256,[java]
259,2,10,1807,0.853814543,4109,D,RS,514720008,168,[java]
259,2,4,1856,0.853860860,4110,D,RS,586022320,256,[java]
259,2,4,1861,0.853864101,4110,D,RS,586023344,8,[java]
259,2,4,1868,0.854041482,4110,D,RS,586022920,8,[java]
259,2,4,1874,0.854119751,4110,D,RS,586022912,8,[java]
259,2,4,1880,0.854213663,4110,D,RS,586022928,256,[java]
259,2,1,1530,0.854388862,4124,D,RS,851836336,256,[java]
259,2,4,1886,0.854415252,4110,D,RS,586023184,160,[java]
259,2,2,1688,0.854585280,4113,D,RS,528874928,256,[java]
259,2,6,1776,0.854663659,4121,D,RS,640032976,256,[java]
259,2,6,1781,0.854666801,4121,D,RS,640034000,8,[java]
259,2,7,1888,0.854823311,4118,D,RS,443153840,256,[java]
259,2,7,1893,0.854826707,4118,D,RS,443154864,8,[java]
259,2,6,1788,0.854847437,4121,D,RS,640033568,8,[java]
259,2,3,1913,0.854973663,4120,D,RS,555613616,256,[java]
259,2,3,1918,0.854976965,4120,D,RS,555614640,8,[java]
259,2,7,1899,0.854980279,4118,D,RS,443154432,8,[java]
259,2,6,1794,0.855068318,4121,D,RS,640033576,256,[java]
259,2,27,870,0.855071435,4123,D,RS,64397288,256,[java]
259,2,23,430,0.855080678,4115,D,RS,870019408,256,[java]
259,2,11,1715,0.855081808,4111,D,RS,192806168,256,[java]
259,2,3,1924,0.855083237,4120,D,RS,555614216,8,[java]
259,2,8,1894,0.855103720,4114,D,RS,527039920,256,[java]
259,2,8,1899,0.855107375,4114,D,RS,527040944,8,[java]
259,2,7,1906,0.855111036,4118,D,RS,443154440,256,[java]
259,2,6,1800,0.855236395,4121,D,RS,640033832,168,[java]
259,2,8,1905,0.855321157,4114,D,RS,527040512,8,[java]
259,2,3,1931,0.855406632,4120,D,RS,555614208,8,[java]
259,2,8,1911,0.855436519,4114,D,RS,527040520,256,[java]
259,2,5,1859,0.855492144,4117,D,RS,568458672,256,[java]
259,2,5,1864,0.855496349,4117,D,RS,568459696,8,[java]
259,2,3,1937,0.855514677,4120,D,RS,555614224,256,[java]
259,2,7,1912,0.855537210,4118,D,RS,443154696,168,[java]
259,2,12,1850,0.855560441,4112,D,RS,960691888,256,[java]
259,2,8,1918,0.855588834,4114,D,RS,527040776,168,[java]
259,2,5,1871,0.855627622,4117,D,RS,568459272,8,[java]
259,2,0,1956,0.855643673,4119,D,RS,973995448,256,[java]
259,2,3,1943,0.855714196,4120,D,RS,555614480,160,[java]
259,2,5,1877,0.855790593,4117,D,RS,568459264,8,[java]
259,2,5,1883,0.855889205,4117,D,RS,568459280,256,[java]
259,2,9,1911,0.855988341,4122,D,RS,840039864,256,[java]
259,2,5,1889,0.856033411,4117,D,RS,568459536,160,[java]
259,2,10,1813,0.856104589,4109,D,RS,778960304,256,[java]
259,2,10,1818,0.856111082,4109,D,RS,778960896,8,[java]
259,2,10,1825,0.856254829,4109,D,RS,778960904,208,[java]
259,2,1,1539,0.856633982,4124,D,RS,850860848,64,[java]
259,2,1,1540,0.856635015,4124,D,RS,872152896,192,[java]
259,2,4,1892,0.856759815,4110,D,RS,546700720,256,[java]
259,2,4,1897,0.856763090,4110,D,RS,546701744,8,[java]
259,2,13,1450,0.856828355,4116,D,RS,850370576,256,[java]
259,2,2,1694,0.856829386,4113,D,RS,420868336,256,[java]
259,2,4,1904,0.856963178,4110,D,RS,546701320,8,[java]
259,2,4,1910,0.857103673,4110,D,RS,546701312,8,[java]
259,2,4,1916,0.857229819,4110,D,RS,546701328,256,[java]
259,2,11,1721,0.857302823,4111,D,RS,532893064,256,[java]
259,2,4,1922,0.857424384,4110,D,RS,546701584,160,[java]
259,2,6,1806,0.857593296,4121,D,RS,577109424,256,[java]
259,2,6,1811,0.857596565,4121,D,RS,577110448,8,[java]
259,2,6,1817,0.857745923,4121,D,RS,577110016,8,[java]
259,2,12,1856,0.857800988,4112,D,RS,586586864,256,[java]
259,2,12,1861,0.857804424,4112,D,RS,586587888,8,[java]
259,2,6,1824,0.857846251,4121,D,RS,577110024,256,[java]
259,2,0,1962,0.857870848,4119,D,RS,882286248,256,[java]
259,2,7,1918,0.857917688,4118,D,RS,561642928,256,[java]
259,2,7,1923,0.857924207,4118,D,RS,561643952,8,[java]
259,2,12,1868,0.857950353,4112,D,RS,586587456,8,[java]
259,2,8,1924,0.857986012,4114,D,RS,550895024,256,[java]
259,2,8,1929,0.857990166,4114,D,RS,550896048,8,[java]
259,2,6,1830,0.858033306,4121,D,RS,577110280,168,[java]
259,2,3,1949,0.858061252,4120,D,RS,831127528,256,[java]
259,2,8,1935,0.858075925,4114,D,RS,550895624,8,[java]
259,2,12,1874,0.858110442,4112,D,RS,586587464,256,[java]
259,2,7,1930,0.858159785,4118,D,RS,561643528,8,[java]
259,2,8,1941,0.858180038,4114,D,RS,550895616,8,[java]
259,2,7,1936,0.858272250,4118,D,RS,561643520,8,[java]
259,2,5,1895,0.858280118,4117,D,RS,808582584,256,[java]
259,2,8,1948,0.858335553,4114,D,RS,550895632,256,[java]
259,2,7,1942,0.858360115,4118,D,RS,561643536,256,[java]
259,2,12,1880,0.858380648,4112,D,RS,586587720,168,[java]
259,2,23,436,0.858483193,4115,D,RS,541719984,256,[java]
259,2,23,441,0.858488038,4115,D,RS,541721008,8,[java]
259,2,27,876,0.858500362,4123,D,RS,106298808,256,[java]
259,2,10,1831,0.858604025,4109,D,RS,382598584,256,[java]
259,2,8,1954,0.858608596,4114,D,RS,550895888,160,[java]
259,2,7,1948,0.858659283,4118,D,RS,561643792,160,[java]
259,2,23,447,0.858667444,4115,D,RS,541720584,8,[java]
259,2,23,454,0.858832208,4115,D,RS,541720576,8,[java]
259,2,1,1547,0.858859177,4124,D,RS,783954648,256,[java]
259,2,23,460,0.858932348,4115,D,RS,541720592,256,[java]
259,2,2,1700,0.859056901,4113,D,RS,520748464,256,[java]
259,2,2,1705,0.859061384,4113,D,RS,520749488,8,[java]
259,2,23,466,0.859140811,4115,D,RS,541720848,160,[java]
259,2,9,1917,0.859144114,4122,D,RS,881041192,256,[java]
259,2,2,1712,0.859194834,4113,D,RS,520749064,8,[java]
259,2,2,1718,0.859248449,4113,D,RS,520749056,8,[java]
259,2,2,1724,0.859349428,4113,D,RS,520749072,256,[java]
259,2,11,1727,0.859515346,4111,D,RS,882258368,256,[java]
259,2,2,1730,0.859530447,4113,D,RS,520749328,160,[java]
259,2,4,1928,0.859718438,4110,D,RS,293993888,256,[java]
259,2,4,1933,0.859722345,4110,D,RS,293994912,8,[java]
259,2,4,1940,0.859942840,4110,D,RS,293994480,8,[java]
259,2,4,1946,0.860041994,4110,D,RS,293994488,256,[java]
259,2,0,1968,0.860091640,4119,D,RS,964886200,256,[java]
259,2,4,1952,0.860208819,4110,D,RS,293994744,168,[java]
259,2,13,1456,0.860246937,4116,D,RS,435813704,256,[java]
259,2,3,1955,0.860301889,4120,D,RS,704249272,256,[java]
259,2,3,1960,0.860305374,4120,D,RS,704250296,8,[java]
259,2,6,1836,0.860365418,4121,D,RS,983170400,256,[java]
259,2,6,1841,0.860368763,4121,D,RS,983171424,8,[java]
259,2,3,1966,0.860435309,4120,D,RS,704249864,8,[java]
259,2,5,1901,0.860489090,4117,D,RS,353500600,256,[java]
259,2,6,1847,0.860533413,4121,D,RS,983170992,8,[java]
259,2,3,1973,0.860589654,4120,D,RS,704249872,256,[java]
259,2,6,1854,0.860687104,4121,D,RS,983171000,256,[java]
259,2,3,1979,0.860799774,4120,D,RS,704250128,168,[java]
259,2,10,1837,0.860809439,4109,D,RS,784531128,256,[java]
259,2,10,1842,0.860813400,4109,D,RS,784532152,8,[java]
259,2,12,1886,0.860836760,4112,D,RS,959577520,256,[java]
259,2,12,1891,0.860840204,4112,D,RS,959578544,8,[java]
